"","CKU1","CKU3","CKU4","CKU5","CKU2","CLU1","CLU2","CLU3","CLU4","CLU5","JPU1","JPU2","JPU3","JPU4","JPU5","MHU1","MHU2","MHU3","MHU4","MHU5","YMU1","YMU2","YMU3","YMU4","YMU5"
"OTU2339.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2340.p__Ascomycota.g__Pezizomycotina_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2342.p__Chytridiomycota.g__Endochytrium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2343.p__Ascomycota.g__Chrysosporium",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0
"OTU2344.p__Ascomycota.g__Ochrocladosporium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU2345.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1
"OTU2346.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2347.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2348.p__Basidiomycota.g__Kockovaella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
"OTU2349.p__Ascomycota.g__Ophiocordycipitaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU2350.p__Ascomycota.g__Preussia",0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2351.p__Ascomycota.g__Chaetomium",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2352.p__Ascomycota.g__Fusarium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2353.p__Glomeromycota.g__Funneliformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,5,0,0
"OTU2354.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0
"OTU2355.p__Glomeromycota.g__Kamienskia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU2356.p__Ascomycota.g__Tremateia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2360.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis",0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU2361.p__Ascomycota.g__GS35_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2364.p__Basidiomycota.g__Urocystis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2366.p__Ascomycota.g__Pseudothielavia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU2369.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2371.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU2372.p__Ascomycota.g__Pezicula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2373.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2376.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2378.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2379.p__Ascomycota.g__Phaeocytostroma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2381.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2385.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU2387.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU2388.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"OTU2389.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU2390.p__Ascomycota.g__Mycosphaerella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU2391.p__Ascomycota.g__Hermetothecium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU2392.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"OTU2393.p__Ascomycota.g__Coniocessia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2394.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OTU2395.p__Chytridiomycota.g__Betamyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2396.p__Glomeromycota.g__Diversisporaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2397.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2398.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2399.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2401.p__Ascomycota.g__Thelebolaceae_gen_Incertae_sedis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2403.p__Ascomycota.g__Preussia",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2404.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2405.p__Aphelidiomycota.g__Aphelidiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2407.p__Ascomycota.g__Lasiobolidium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU2408.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2409.p__Mortierellomycota.g__Mortierellomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2411.p__Ascomycota.g__Hyphopichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2412.p__Basidiomycota.g__Coprinopsis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2416.p__Basidiomycota.g__Thanatephorus",0,0,5,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2420.p__Ascomycota.g__Pezicula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2421.p__Ascomycota.g__Podospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"OTU2423.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2426.p__Ascomycota.g__Nullicamyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU2428.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2429.p__Ascomycota.g__Aphanophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"OTU2430.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2431.p__Ascomycota.g__Nectria",0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2432.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2434.p__Ascomycota.g__Pithoascus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2435.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2436.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU2438.p__Basidiomycota.g__Thelephorales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU2439.p__Ascomycota.g__Arachnomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU2442.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
"OTU2443.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2444.p__Ascomycota.g__Chaetomiaceae_gen_Incertae_sedis",0,0,9,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2445.p__Chytridiomycota.g__Kochiomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU2446.p__Glomeromycota.g__Dominikia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2447.p__Calcarisporiellomycota.g__Calcarisporiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2448.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU2449.p__Mortierellomycota.g__Mortierellaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2450.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2451.p__Ascomycota.g__Blumeria",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2453.p__Ascomycota.g__Lophiostoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2454.p__Glomeromycota.g__Diversispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU2455.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU2456.p__Basidiomycota.g__Geastrales_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"OTU2459.p__Ascomycota.g__Longihyalospora",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"OTU2462.p__Mucoromycota.g__Absidia",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2463.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2464.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2466.p__Basidiomycota.g__Coprinellus",0,0,33,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2468.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2483.p__Ascomycota.g__Wardomycopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2484.p__Basidiomycota.g__Ustilago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2485.p__Ascomycota.g__Pezizomycotina_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU2486.p__Ascomycota.g__Ophiocordycipitaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2488.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"OTU2489.p__Basidiomycota.g__Exobasidiales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"OTU2490.p__Ascomycota.g__Acremonium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU2491.p__Ascomycota.g__Teratoramularia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0
"OTU2492.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU2493.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0
"OTU2494.p__Ascomycota.g__Onygenales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"OTU2495.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0
"OTU2496.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU2497.p__Ascomycota.g__Paecilomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2498.p__Chytridiomycota.g__Betamyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU2499.p__Ascomycota.g__Acremonium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU2500.p__Basidiomycota.g__Conocybe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU2501.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2502.p__Ascomycota.g__Neocamarosporium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2505.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2506.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU2508.p__Ascomycota.g__Remersonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"OTU2509.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU2510.p__Glomeromycota.g__Archaeospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2511.p__Basidiomycota.g__Polyporales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU2513.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2514.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2517.p__Basidiomycota.g__Amauroderma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU2518.p__Ascomycota.g__Brachychaeta",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2520.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2523.p__Basidiomycota.g__Bannoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"OTU2524.p__Basidiomycota.g__Psathyrella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2527.p__Mortierellomycota.g__Mortierella",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2528.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2529.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2530.p__Basidiomycota.g__Sakaguchia",0,0,10,0,1,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2532.p__Aphelidiomycota.g__Aphelidiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0
"OTU2538.p__Ascomycota.g__GS35_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2539.p__Ascomycota.g__Pezicula",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2542.p__Basidiomycota.g__Vishniacozyma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2547.p__Glomeromycota.g__Glomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2548.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2549.p__Mortierellomycota.g__Mortierella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2550.p__Ascomycota.g__Cladophialophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU2551.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2554.p__Basidiomycota.g__Ceratobasidiaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"OTU2555.p__Basidiomycota.g__Hannaella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2557.p__Ascomycota.g__Cyphellophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"OTU2559.p__Monoblepharomycota.g__Monoblepharidales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU2560.p__Mucoromycota.g__Cunninghamella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU2561.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"OTU2562.p__Basidiomycota.g__Carlosrosaea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2563.p__Ascomycota.g__Phyllosticta",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU2564.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"OTU2565.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"OTU2566.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU2568.p__Ascomycota.g__Pezicula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU2569.p__Ascomycota.g__Dothideomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU2570.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2571.p__Ascomycota.g__Aspergillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2572.p__Chytridiomycota.g__Rhizophlyctidales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2573.p__Basidiomycota.g__Lacrymaria",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU2574.p__Glomeromycota.g__Glomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU2579.p__Ascomycota.g__Cladosporium",0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2580.p__Ascomycota.g__Madurella",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2581.p__Ascomycota.g__Stolonocarpus",0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2582.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2583.p__Ascomycota.g__Apiospora",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2584.p__Ascomycota.g__Xenoanthostomella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU2585.p__Ascomycota.g__Metacordyceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2586.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2588.p__Basidiomycota.g__Clavaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU2589.p__Glomeromycota.g__Glomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU2590.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2591.p__Glomeromycota.g__Rhizophagus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2595.p__Ascomycota.g__Tricladium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0
"OTU2599.p__Ascomycota.g__Pezicula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2602.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2603.p__Ascomycota.g__Trichomerium",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2604.p__Ascomycota.g__Dothideomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"OTU2605.p__Chytridiomycota.g__Betamyces",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2607.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2610.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2612.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
